Number of Samples = 256,,,,
Time windows (ns) = 120.0,,,,
Number of Traces = 40,,,,
Trace interval (m) = 0.1,,,,
119.9000000,27.4000000,980.0000,-0.000482806,0
119.9000000,27.4000000,980.0000,0.002069947,0
119.9000000,27.4000000,980.0000,0.005436303,0
119.9000000,27.4000000,980.0000,0.004472755,0
119.9000000,27.4000000,980.0000,0.003288306,0
119.9000000,27.4000000,980.0000,0.002209118,0
119.9000000,27.4000000,980.0000,0.008196281,0
119.9000000,27.4000000,980.0000,0.005602637,0
119.9000000,27.4000000,980.0000,0.000088412,0
119.9000000,27.4000000,980.0000,0.007053488,0
119.9000000,27.4000000,980.0000,-0.001744835,0
119.9000000,27.4000000,980.0000,0.006922851,0
119.9000000,27.4000000,980.0000,-0.001366368,0
119.9000000,27.4000000,980.0000,0.004561490,0
119.9000000,27.4000000,980.0000,0.009719458,0
119.9000000,27.4000000,980.0000,0.004651568,0
119.9000000,27.4000000,980.0000,0.002428591,0
119.9000000,27.4000000,980.0000,0.001990330,0
119.9000000,27.4000000,980.0000,0.009470445,0
119.9000000,27.4000000,980.0000,0.010007579,0
119.9000000,27.4000000,980.0000,0.015064823,0
119.9000000,27.4000000,980.0000,0.012178614,0
119.9000000,27.4000000,980.0000,0.002137710,0
119.9000000,27.4000000,980.0000,-0.002464137,0
119.9000000,27.4000000,980.0000,0.002508962,0
119.9000000,27.4000000,980.0000,0.003836746,0
119.9000000,27.4000000,980.0000,0.002628942,0
119.9000000,27.4000000,980.0000,0.002075220,0
119.9000000,27.4000000,980.0000,0.004748745,0
119.9000000,27.4000000,980.0000,0.000444433,0
119.9000000,27.4000000,980.0000,0.009326998,0
119.9000000,27.4000000,980.0000,0.003613342,0
119.9000000,27.4000000,980.0000,0.001183255,0
119.9000000,27.4000000,980.0000,0.003680098,0
119.9000000,27.4000000,980.0000,0.004315212,0
119.9000000,27.4000000,980.0000,0.002954885,0
119.9000000,27.4000000,980.0000,0.002982889,0
119.9000000,27.4000000,980.0000,0.001828229,0
119.9000000,27.4000000,980.0000,0.003513398,0
119.9000000,27.4000000,980.0000,0.003342661,0
119.9000000,27.4000000,980.0000,0.000317375,0
119.9000000,27.4000000,980.0000,0.009486320,0
119.9000000,27.4000000,980.0000,0.004207891,0
119.9000000,27.4000000,980.0000,0.004245429,0
119.9000000,27.4000000,980.0000,0.005617883,0
119.9000000,27.4000000,980.0000,0.006815257,0
119.9000000,27.4000000,980.0000,0.005388157,0
119.9000000,27.4000000,980.0000,0.001758693,0
119.9000000,27.4000000,980.0000,-0.001610546,0
119.9000000,27.4000000,980.0000,0.002218378,0
119.9000000,27.4000000,980.0000,0.002465277,0
119.9000000,27.4000000,980.0000,0.007339758,0
119.9000000,27.4000000,980.0000,0.003197427,0
119.9000000,27.4000000,980.0000,0.000313105,0
